id:id,:LABEL
"534",organization
"4942",organization
"884332",organization
"982519647",organization
"1354",organization
"923825740",organization
"5865",organization
"401289940",organization
"54726",organization
"52193",organization
"697844686",organization
"1555",organization
"3669166",organization
"483398",organization
"111274e2-c155-4640-9a8e-f506f3fbca06",location
"7657424",political_organization
"2234557",organization
"7125",organization
"256659459",political_organization
"2357762",organization
"aac2c35c-d06d-45df-a1f8-a0c4001f3897",location
"8bdf21e8-914b-4fe2-9280-0a69b9b0175d",location
"18 wheelers",vessel
"1625166",organization
"a325b223-5017-42a8-8eb1-ed7e1a3bbd5b",location
"49101570",political_organization
"6b19fec0-f5d4-4d31-b461-fef270debb3e",location
"42978392",organization
"62d39460-2980-4835-91ea-47073f724d3b",location
"74390fc5-8dc6-4511-a0a8-bc360409b805",location
"0fab17df-2c08-46b6-8ce9-b13b3a60ff3d",location
"858",organization
"27d0dfe7-186c-4016-8f47-40c71e30f48a",location
"871",organization
"âeverything",event
"76030",organization
"containers",event
"9098",organization
"17592",political_organization
"5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7",location
"8b8c532f-0ca0-44cc-898c-1d776f2f457a",location
"1968776",organization
"288971672",political_organization
"845",organization
"382825160",organization
"460859346",political_organization
"2793",organization
"8325",organization
"437212",organization
"299",organization
"82f2f404-439a-4b2e-b423-726a7f933abf",location
"298930",organization
"f59ca3ce-7fea-4a6b-893b-486565a8ab18",location
"2362",organization
"7311cf88-bac1-4ac9-a0d2-c55c02497944",location
"9979944",organization
"4396031",organization
"519852438",organization
"6828",political_organization
"âHis",event
"432526990",organization
"463",organization
"762",organization
"âbelieve",event
"âWhatâs",event
"8851578d-3dd7-4430-8f73-b95305eb1f03",location
"82379",organization
"bc583d11-794a-4a83-abc8-3daa208e1262",location
"8634589",political_organization
"7260903",organization
"a2ac0390-407f-4a94-bc19-6d58d36ea69a",location
"9b5a90cf-e801-46a8-bd50-879ab3862c67",location
"6548672",organization
"3896",organization
"76b8e150-91b4-494d-8ef6-6af706b397eb",location
"798",organization
"cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc",location
"245484",organization
"61679",organization
"1983793",organization
"73db3de8-b968-40da-875c-7e57c678aa36",location
"800578",organization
"254340176",organization
"4332001",organization
"9345",political_organization
"402",organization
"b1a0ee2a-0e6d-48c2-b639-032e4648fa5c",location
"218148",organization
"decfc924-5bdc-4fba-8bbd-bb57d8d478d9",location
"60017",organization
"âknow",event
"0c0ae060-2543-4d7e-bed0-e7fab24ba6a5",location
"a03df7da-c2cf-476d-a6ea-95c422969df2",location
"381051499",organization
"110727",organization
"4205",organization
"789040",political_organization
"16306",organization
"6eda4eb1-cdb8-4d61-8c72-fae33deb91a7",location
"5fddadd0-71e7-4bdf-a471-daddd5f376b8",location
"7ed038cd-64da-492f-a338-5c4636b91a2b",location
"80774",organization
"4b0f0611-34ce-4733-81af-391943e272c0",location
"71084",political_organization
"24e1e725-9a8e-489c-bbdd-0ce140fd6e3b",location
"357987c8-3ecb-4e38-9f10-857007f2cd3b",location
"8350379",organization
"04943c53-b4ac-4048-8d86-bced4138d7c6",location
"59022",organization
"1039",organization
"32",organization
"6242224",political_organization
"88295922",organization
"7830",organization
"e42f2b19-60d8-4df2-bb01-d2b42d134a26",location
"6d0e9c69-47a0-497e-b26e-28755c949385",location
"54055",organization
"b840c9bf-2a5b-416c-91d9-1ecdd96425ab",location
"4eddaaa4-6306-467e-a7f4-27a58559e535",location
"ea6a6547-c93b-4f17-b037-200fa894289c",location
"57c81b3c-882b-4824-91a0-7114be0fa5c7",location
"8541598",organization
"828063",political_organization
"5362",organization
"d025bbec-393d-4f51-94b3-01b77280ef31",location
"5276019",organization
"5e6b70db-a04a-4440-8991-3a92b5c4ac4d",location
"df76b4cf-1019-4768-93cd-27122ef3bacc",location
"111856",organization
"88b35c10-45ae-4ded-ae4a-6cad038cfd91",location
"553828215",organization
"663",organization
"90be60b1-61d8-4115-b133-e4c8e09383eb",location
"81211950",organization
"52134252",organization
"679399",organization
"3436524",organization
"67716449",organization
"e2844e89-d2d8-428d-8284-a0f2d9450a14",location
"4406",organization
"ed114149-9468-41b4-adda-343883e79e04",location
"7682",organization
"d6dbac2d-ba76-4503-be09-e0444b936bd0",location
"43223",organization
"765078",organization
"172279392",organization
"7f3d323d-54e3-49f8-9c28-7aa5cb4c7248",location
"858773",organization
"4852",organization
"electric cars",vessel
"past years",event
"33",organization
"14f1538d-29ed-43f4-ac8f-7a6ce01b9c00",location
"2e579f6f-eca3-498d-a523-b1da1e85a5cf",location
"06c85abe-f160-4a9f-bfb2-d58099a6be80",location
"b8649055-5b40-43e1-ba33-93182cf978d4",location
"739622",organization
"7675191",organization
"4356",organization
"weeks 55",event
"233",organization
"8453714",organization
"60-day",movement
"29167335",organization
"73",political_organization
"b5856109-c5a0-43a6-8c70-ebfe73cc24f1",location
"092836e4-7218-4d3d-85da-9df420356be7",location
"3590dd7e-a6cd-416d-9b42-68f692ad83ee",location
"17232",political_organization
"6070651",organization
"c01c6a10-60c9-4f11-9409-aa04c3963826",location
"156",political_organization
"1eb512b7-c4ce-4b7e-9965-2236bf1afc9e",location
"51",political_organization
"f810c631-9f7d-4219-ade0-b44c4c9abf62",location
"206e3508-bbef-4473-906a-88e3f17c57ae",location
"db83c37f-86e4-4694-a81c-ede2a01aef71",location
"626",political_organization
"962534403",political_organization
"431",political_organization
"ee077c79-cc7b-4ac7-8c0b-d48f50538f61",location
"26794528-86a5-4b5e-802f-50c3f226c66b",location
"5700",organization
"93380783",organization
"3129",organization
"1bf22b98-519c-4131-8bb4-53ecdd193100",location
"8503254",organization
"c18d0197-c30e-421f-bae3-2f8fa1e9159a",location
"914",organization
"518323906",organization
"f656719b-783e-452b-801f-f60895068b23",location
"5890393d-3bb2-4f08-a460-4aa025e28de0",location
"b1d6e468-f3c5-45f3-90a2-e76b2f329b2d",location
"164",organization
"âcriminally",event
"773",organization
"436460757",political_organization
"93865",organization
"82517",political_organization
"7674777",organization
"8302",organization
"45620",organization
"6352",political_organization
"912077",political_organization
"176",political_organization
"8814",organization
"139",organization
"25851337",organization
"36506",organization
"150486480",political_organization
"90831",organization
"66820",organization
"da71710a-9b0e-41d8-a9f6-a0b93f1ab772",location
"413760",political_organization
"94047",political_organization
"49525439",organization
"5fd0447e-d890-4f62-a411-5fc17c47b969",location
"23837996",organization
"82207154",organization
"740111283",organization
"3657479",organization
"2810009",organization
"129461",organization
"86ac9e66-f9e8-4f2b-ad17-39a52c23288c",location
"7443",organization
"5609469a-5721-4c94-92ed-ce7770055960",location
"775841",organization
"803490608",organization
"f4e17264-3b3c-48a6-86ba-d65622dc2f13",location
"9550",organization
"6ffd3349-37f4-48c5-bc9a-1b80e722e939",location
"2745",political_organization
"a7479eba-319a-434f-be06-3b1c0cc928ae",location
"trucking",vessel
"f383ad5f-7949-495e-8427-556b64decaca",location
"46901627",organization
"46319064",organization
"82651",organization
"2ec12718-97bf-45a6-aff5-2d1b9b11d29a",location
"5007554",organization
"72630",organization
"9411155",organization
"2912063",organization
"558",organization
"ârequested",event
"55674",organization
"17353795",organization
"540613204",organization
"352",organization
"662290",organization
"In month",movement
"309535101",organization
"51354617",organization
"109071721",organization
"869882172",organization
"296837",political_organization
"ParÃ¡âs",event
"400",organization
"2430986",organization
"996592",organization
"92533",organization
"5508215",organization
"327572963",organization
"438",organization
"8251198",organization
"7914",organization
"8269",organization
"64545",organization
"151159036",organization
"3383",organization
"f64e747e-13de-4628-b939-92a8ff4eb03f",location
"3328058",organization
"176729",organization
"958644",organization
"6338",organization
"0d6a2f35-fccd-4cbf-865e-3ed08abb6a95",location
"c40a73e5-c1dd-4b85-ac1c-2e6a51546aa7",location
"3641",organization
"200",organization
"75360",organization
"7a58f899-3e43-4b94-a64b-d5ab31a6055b",location
"76104890",political_organization
"68ac10aa-80a3-4b3c-99e5-f5708715ab2c",location
"âThis",event
"âSo",event
"a691bc0a-cfdc-4b2a-a38e-efcd2799ecd1",location
"28138",organization
"3868221",organization
"79521144",organization
"198",organization
"9768",organization
"motor",vessel
"11353",organization
"353257",organization
"31368",organization
"51470600",organization
"719",organization
"74026296",organization
"374585759",political_organization
"59662085",organization
"7423",political_organization
"68273",organization
"649",organization
"96049794",organization
"truck",vessel
"d6d0741c-39d9-4b94-8b39-b5d2ad1669b9",location
"291669",political_organization
"Deepwater Horizon",vessel
"455617",organization
"83241316",organization
"940161722",organization
"148766",organization
"567857349",organization
"836",political_organization
"507470",organization
"98",organization
"12358151",political_organization
"8127",organization
"18668050",organization
"39033859",organization
"62532",organization
"649009867",organization
"43454",organization
"a51f21a5-b410-4000-ada4-086bd2e65cb6",location
"359755772",organization
"7577",political_organization
"dffd75ca-7510-403d-a6a0-f904b0c7b41d",location
"61208e37-a326-4cf5-a571-f8bdd6f2dbf7",location
"30 days",movement
"9ce492a2-de6e-4231-a018-318fc929908b",location
"ffb63251-ebdc-4346-b3a4-ef1515310806",location
"675d95eb-69b7-4f8a-bd4e-af2cf4def162",location
"54056",political_organization
"da243ebe-ea98-4510-a6a8-add6679f9d1a",location
"Bulk Carrier",vessel
"b400d237-4d56-4de8-917a-8e7654ccf315",location
"18404231",organization
"2eeca6e0-f5a7-4b9d-8b3e-ada56d140e36",location
"4711730",organization
"cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57",location
"959344",organization
"951187691",organization
"18403617",organization
"365",organization
"404",organization
"569767ed-015f-4cb9-a316-2db45fbf6cf3",location
"9a3fecdc-0696-4b53-979c-8ac021f24910",location
"899ccad6-2380-4e2c-aa57-d7f487964993",location
"33560",organization
"Fridayâs",event
"92616021",political_organization
"0223707c-6754-4419-acb2-510377eadd60",location
"d37a5a00-fca1-4753-890c-6975c311dc3f",location
"011ad1ae-ae1b-4c74-9f58-c020e6a3e836",location
"6083f325-5f17-4d41-9c22-f188f55ea9f3",location
"c2478e4c-2a8c-4d34-a5d5-fd46c66b5e67",location
"2330",political_organization
"386",organization
"d09a6a69-eed5-4057-9f96-dcf4c9cf4d88",location
"3882e922-25e9-446d-8e04-97e8875fceb2",location
"ba790a77-b0f3-4c1f-8d42-3d2bddbc1893",location
"878521",political_organization
"7810241",organization
"34487",organization
"83951569",organization
"4524860",organization
"three-hour",movement
"59409",political_organization
"Motor Vessel",vessel
"24996",organization
"90411963",organization
"114d2882-b620-4098-bb56-d865bbb85339",location
"Kenworth 18-wheeler",vessel
"25777",organization
"825",organization
"63548588",organization
"69007292",organization
"28890617",organization
"492220197",organization
"662bfccd-798d-4e60-b308-2cb2918e3dd2",location
"14636",organization
"d0842009-cbf1-4df2-adfa-121a82160a05",location
"3105981",political_organization
"449856a6-3b60-46ca-b825-f9499558fa3a",location
"16778128-07fa-46dd-b229-b0c2e2233602",location
"207618139",organization
"3874",organization
"80",political_organization
"Storm",event
"91810266",organization
"HMS",vessel
"19285",organization
"99",organization
"1f8c20da-5f20-4116-907a-a653089bb8a0",location
"8832615",organization
"5199",organization
"14525ad3-213a-406d-8e3e-64213f0be171",location
"419",organization
"577a9358-a718-4d90-a90e-88f88c58160d",location
"17de5508-cf65-4e04-9bdd-acba951afe7a",location
"ca87f68d-1df8-4746-a8af-8d810f49e783",location
"33210",organization
"88d63621-4f58-4c7e-a02d-589cefb3a6be",location
"b9faf7c4-f237-4112-91bd-71fa0cf8571a",location
"135338",organization
"âStuff",event
"72092",organization
"b605391a-2c84-4d59-98f0-d12fd185ec64",location
"Vessels",vessel
"511915273",organization
"435",organization
"b03a6fc7-507a-4328-9814-57561acb4fc6",location
"71608",organization
"d4b66d04-ad3c-425a-a123-00e589b86a52",location
"95850",organization
"45310570",political_organization
"598",political_organization
"928896ee-0c39-4b2c-aee6-910dc225513e",location
"442",organization
"18139144-efbe-4540-8e65-fde29def1993",location
"826749274",organization
"753",organization
"687878",organization
"368951",organization
"c0ce6d15-622b-42a3-b892-f5efe5b4d00c",location
"a086a63d-19c7-4241-845a-f82c628d09a2",location
"037acfda-0d33-4ce8-8907-fe7da3e27dff",location
"b120bc86-764c-4e2b-9f36-1587f91a20e3",location
"4843b052-8f18-4298-9464-d780feb5ddad",location
"scooter",vessel
"7cc6a1fe-59b5-491c-8985-bf6d77836092",location
"8084530",political_organization
"ce8495cf-fe04-40b3-aaa2-d0bc29131f92",location
"6071877",organization
"93ac5fec-5f52-4431-a3ff-91430a8062f6",location
"422",organization
"753589537",organization
"332bb88e-0a63-41e3-8a27-87795fd552e9",location
"course years",event
"2ade0908-d1c9-45de-9dbb-3dfec75d9317",location
"3740",organization
"440",organization
"601882545",organization
"88651",organization
"4294544a-9643-4cfd-97a0-ac656cb17e60",location
"c495290e-2de7-487d-a139-f273c4974539",location
"353361057",organization
"35829746",organization
"86034444",organization
"67745773",political_organization
"214883455",organization
"e69d4cb2-8bec-4496-8518-7426c6b9da65",location
"c8026923-944a-4155-b2ec-e160135e0c47",location
"58cf758d-a6f2-48ba-ac0c-89581ae6b4a5",location
"313441257",organization
"222079892",organization
"2919",organization
"1518",organization
"9820523",organization
"90c3cb48-8060-4a55-804c-710044d19487",location
"2ed68d75-994e-43dd-b326-a2adfa540562",location
"05d471b4-0e8c-4879-80b2-ef600220e09d",location
"15",organization
"805275",organization
"fcef975b-e382-4c81-8160-41bf9e5bf937",location
"715490",organization
"14952",organization
"353642",organization
"6457",organization
"6513816",organization
"43797101",organization
"535955126",organization
"8211361",organization
"73470062",political_organization
"777",organization
"868626239",organization
"573756802",organization
"7680453",organization
"64c45541-e00b-423c-bc7d-238aa3a4d3ad",location
"thirty days",movement
"c2d2e029-6f38-4148-9079-15615103cea6",location
"186",organization
"812137",organization
"961bafd7-8d2b-405a-9c79-0f5345498cab",location
"5334",organization
"35679",political_organization
"613556",organization
"353",organization
"0f952ad7-6ecb-472e-8a30-895501a0e8c8",location
"9507963",organization
"979294",organization
"25222883",organization
"d2948905-9121-400b-905f-e449bf8ca35e",location
"AirPods",vessel
"5246016",organization
"64863263",organization
"36868",organization
"3127062",organization
"3369",organization
"30880",organization
"8ce9074f-2904-41ea-896a-5d932e06f54c",location
"3d009ee1-0d95-4516-802f-8a5110bde01e",location
"64667049",organization
"1303",organization
"dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a",location
"601e76fd-8517-4269-b976-2743987a49f3",location
"67261634",organization
"344",organization
"ba0514a3-9c57-4b04-a7c5-89fc0463fdda",location
"60197861",organization
"8978",organization
"d4291c4b-873e-4830-b44a-85227fde3ee2",location
"70720996",organization
"95291001",organization
"42627990",organization
"6d345854-f864-4194-85d2-047e66332dca",location
"df26d11f-ed87-4a19-b9e8-18e9783c00f5",location
"2028",movement
"bc507d7c-29c9-4b0d-909e-52dd450a25d3",location
"entire 2036",event
"1263250",organization
"July 2036",movement
"2032s",event
"687028",political_organization
"6ed1a821-e669-41f4-8a02-df4c818ff22e",location
"f1e84016-0f09-4907-a777-a6bb02b5f419",location
"e916e286-85e5-4a43-b2ef-89ad5260ebdc",location
"b8567859-bf54-49fd-8332-5775e19c65af",location
"b8f8208c-0388-484e-a700-b4c265170827",location
"1aa47ffc-05a8-4edd-a8e0-94c10b650bd8",location
"ec4af8c8-1ff1-4aaa-9431-7697d930b3f4",location
"2036âs",event
"3eed159b-e98e-4f8a-98c2-c34341435411",location
"3190258",political_organization
"4f533d76-17d7-4b95-86b5-106503c99b0c",location
"e631b105-4953-43e1-8d37-a3ab5dd3d860",location
"f514483d-fb5f-4cb2-bb8d-b616b10336d8",location
"165e0fe7-6725-4f4c-abc1-3ef485a939b0",location
"e3431d4d-79df-4da9-b8cb-a4d05a8aa474",location
"39c767d3-a9b4-41f4-8a5d-e14b6c20a2d2",location
"FishEye International",organization
